C.x,C.y,C.z,v.x,v.y,v.z,a.x,a.y,a.z,w.x,w.y,w.z,q.w,q.x,q.y,q.z,lf.theta,lf.beta,lf.theta_d,lf.beta_d,rf.theta,rf.beta,rf.theta_d,rf.beta_d,rh.theta,rh.beta,rh.theta_d,rh.beta_d,lh.theta,lh.beta,lh.theta_d,lh.beta_d,lf.contact,rf.contact,rh.contact,lh.contact,lf.dist,rf.dist,rh.dist,lh.dist
-1.09382,2.00745,0.120785,-0.031184031851407407,0.0024417032293033636,0.0002960380467421833,0.0007597642135598801,0.01049444040701461,0.010920080304524404,3.37226e-07,-0.000921925,1.14343e-05,1.0,5.88264e-07,-6.39738e-05,-1.42239e-05,0.501407972839036,-0.8223280000000001,0.058000000000002494,-0.23400000000000087,0.6816094728390362,-1.3228665,0.10929999999998996,-0.3766999999999965,0.6816094728390362,1.3228665,0.10929999999998996,0.3766999999999965,0.501407972839036,0.822328,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120458,0.123264,0.123213,0.120407
-1.09397,2.00746,0.120788,-0.03117542910813219,0.0024822556039001795,0.00031475378041612634,0.0017187441879376799,0.00811142393979323,0.0037200857854458036,3.37226e-07,-0.000858936,1.3502e-05,1.0,5.89075e-07,-6.61211e-05,-1.41901e-05,0.5016974728390359,-0.8234985,0.057899999999977414,-0.23409999999998155,0.6821559728390362,-1.3247499999999999,0.10929999999998996,-0.3766999999999965,0.6821559728390361,1.32475,0.10929999999998996,0.3766999999999965,0.501697472839036,0.8234984999999999,0.057899999999977414,0.23409999999998155,0.0,0.0,0.0,0.0,0.120453,0.123275,0.123222,0.1204
-1.09413,2.00747,0.120791,-0.031166929039583603,0.002506548532308166,0.00030959941598829196,0.0016976649482010001,0.004856507508720114,-0.0010599089415261886,3.37226e-07,-0.000800801,1.72852e-05,1.0,5.89887e-07,-6.81231e-05,-1.41469e-05,0.501992472839036,-0.8246735,0.059000000000009045,-0.23500000000000743,0.6827074728390361,-1.3266385,0.11030000000000761,-0.37769999999999193,0.6827074728390361,1.3266385,0.11030000000000761,0.37769999999999193,0.501992472839036,0.8246735000000001,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120447,0.123286,0.123232,0.120392
-1.09428,2.00749,0.120793,-0.031159231201922825,0.002516932168966379,0.0002860566339909693,0.0015415001083191502,0.0020761611308657275,-0.004729903841145244,3.37226e-07,-0.000752804,2.21253e-05,1.0,5.90699e-07,-7.00051e-05,-1.40916e-05,0.502281972839036,-0.825844,0.05789999999999962,-0.23410000000000375,0.6832539728390361,-1.328522,0.10930000000001217,-0.3767000000000187,0.6832539728390361,1.328522,0.10930000000001217,0.3767000000000187,0.502281972839036,0.825844,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120441,0.123297,0.123241,0.120385
-1.09444,2.0075,0.120796,-0.031152535308949028,0.0025165663879617977,0.0002480858696520912,0.001348140180317532,-7.26975410406172e-05,-0.007619898876908948,3.37226e-07,-0.000713768,2.61617e-05,1.0,5.91513e-07,-7.17895e-05,-1.40262e-05,0.502576972839036,-0.8270190000000001,0.059000000000009045,-0.23500000000000743,0.683805472839036,-1.3304105000000002,0.11029999999999651,-0.37770000000000303,0.683805472839036,1.3304105000000002,0.11029999999999651,0.37770000000000303,0.502576972839036,0.827019,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120435,0.123307,0.12325,0.120377
-1.09459,2.00751,0.120798,-0.031146641098080016,0.002507661111294825,0.00019882124561679075,0.0011648461182133443,-0.0017832015544814984,-0.009869894016546255,3.37226e-07,-0.000682019,2.9626e-05,1.0,5.92326e-07,-7.34946e-05,-1.39521e-05,0.502866972839036,-0.8281890000000001,0.058000000000002494,-0.23400000000000087,0.684351972839036,-1.332294,0.10929999999998996,-0.3766999999999965,0.684351972839036,1.332294,0.10929999999998996,0.3766999999999965,0.5028669728390361,0.8281890000000001,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120428,0.123317,0.123259,0.12037
-1.09475,2.00752,0.120802,-0.030918102814876013,0.0022140670131799217,0.00042797081294133085,0.045710157047464645,-0.05871605859783079,0.045870096585444387,3.37224e-07,0.00133374,-6.95154e-05,1.0,5.93229e-07,-7.01602e-05,-1.41259e-05,0.503156472839036,-0.8293594999999999,0.057899999999977414,-0.23409999999998155,0.684902972839036,-1.334183,0.11020000000000474,-0.3777999999999948,0.6849034728390361,1.3341824999999998,0.11030000000000761,0.37769999999999193,0.503156472839036,0.8293595,0.057899999999977414,0.23409999999998155,0.0,0.0,0.0,0.0,0.120422,0.123326,0.123269,0.120366
-1.0949,2.00753,0.120805,-0.03086380652515638,0.002129716684266598,0.00041770999113608363,0.010863356570690253,-0.016868375648852216,-0.001989915761559047,3.37224e-07,0.00185524,-7.67912e-05,1.0,5.94151e-07,-6.55221e-05,-1.43179e-05,0.503451472839036,-0.8305345,0.059000000000009045,-0.23500000000000743,0.685449472839036,-1.3360664999999998,0.10929999999998996,-0.3766999999999965,0.685449472839036,1.3360664999999998,0.10919999999998709,0.37679999999999936,0.503451472839036,0.8305345,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120416,0.123333,0.123281,0.120363
-1.09505,2.00754,0.120809,-0.030980584294256916,0.0019062014932918407,0.0005522796519903854,-0.023354691475071025,-0.04470189226979151,0.02693008034635902,3.37224e-07,0.000612716,-1.29599e-05,1.0,5.95018e-07,-6.39904e-05,-1.43503e-05,0.5037409728390361,-0.8317049999999999,0.05790000000001072,-0.23409999999999265,0.686000972839036,-1.337955,0.11030000000000761,-0.37769999999999193,0.686000972839036,1.337955,0.11030000000000761,0.37769999999999193,0.503740972839036,0.8317049999999999,0.05790000000001072,0.23409999999999265,0.0,0.0,0.0,0.0,0.120412,0.123342,0.12329,0.12036
-1.09521,2.00755,0.120813,-0.031004589297009316,0.0018435982603500867,0.0005084210063231052,-0.004804388380605613,-0.012520408903018901,-0.008759922215908489,3.37224e-07,0.000411477,-1.60661e-05,1.0,5.95878e-07,-6.29617e-05,-1.43905e-05,0.504035972839036,-0.8328800000000001,0.05899999999999794,-0.23500000000001853,0.6865474728390362,-1.3398385000000002,0.10930000000001217,-0.3767000000000187,0.6865474728390362,1.3398385000000002,0.10930000000001217,0.3767000000000187,0.504035972839036,0.8328800000000001,0.05899999999999794,0.23500000000001853,0.0,0.0,0.0,0.0,0.120408,0.12335,0.123299,0.120357
-1.09536,2.00756,0.120818,-0.030853372154692478,0.001622111100941074,0.0006445388978484945,0.030248769786881926,-0.044295025901534335,0.027280067076718595,3.37224e-07,0.00179772,-7.57052e-05,1.0,5.96798e-07,-5.84674e-05,-1.45797e-05,0.5043254728390361,-0.8340505,0.05790000000001072,-0.23409999999999265,0.6870939728390362,-1.341722,0.10929999999998996,-0.3766999999999965,0.6870939728390362,1.341722,0.10929999999998996,0.3766999999999965,0.5043254728390361,0.8340504999999999,0.05790000000001072,0.23409999999999265,0.0,0.0,0.0,0.0,0.120404,0.123357,0.12331,0.120357
-1.09552,2.00757,0.120822,-0.03082478138885536,0.001549257721208062,0.0006096388179513603,0.005724998164838239,-0.01456794293661871,-0.0069099447709639605,3.37224e-07,0.00216591,-9.19435e-05,1.0,5.97733e-07,-5.30526e-05,-1.48096e-05,0.504615472839036,-0.8352204999999999,0.05799999999998029,-0.23399999999997867,0.6876454728390361,-1.3436105,0.11029999999999651,-0.37770000000000303,0.6876454728390361,1.3436105,0.11029999999999651,0.37770000000000303,0.5046154728390361,0.8352204999999999,0.05799999999998029,0.23399999999997867,0.0,0.0,0.0,0.0,0.1204,0.123363,0.12332,0.120358
-1.09567,2.00757,0.120827,-0.03091406993485117,0.0013587452029984834,0.0007123887894461197,-0.017867459815520514,-0.03810005981942086,0.020590048614035794,3.37224e-07,0.00131156,-6.46847e-05,1.0,5.98634e-07,-4.97737e-05,-1.49713e-05,0.504909972839036,-0.8363959999999999,0.05890000000000617,-0.2351000000000103,0.6881919728390361,-1.345494,0.10930000000000106,-0.3766999999999854,0.6881919728390361,1.345494,0.10930000000000106,0.3766999999999854,0.504910472839036,0.8363955000000001,0.05899999999999794,0.23500000000001853,0.0,0.0,0.0,0.0,0.120398,0.12337,0.12333,0.120358
-1.09582,2.00758,0.120832,-0.03092397826478763,0.0013020157022031863,0.0006585915856943342,-0.001967898489974463,-0.011344576632078569,-0.010719957563217974,3.37224e-07,0.00130808,-5.91285e-05,1.0,5.99533e-07,-4.65035e-05,-1.51191e-05,0.5051999728390361,-0.8375659999999999,0.058000000000002494,-0.23400000000000087,0.6887434728390361,-1.3473825000000001,0.11029999999999651,-0.37770000000000303,0.6887434728390361,1.3473825000000001,0.11029999999999651,0.37770000000000303,0.5051999728390361,0.8375659999999999,0.05790000000001072,0.23409999999999265,0.0,0.0,0.0,0.0,0.120396,0.123376,0.123339,0.120359
-1.09598,2.00759,0.120837,-0.030919188433523804,0.0012633372066920352,0.0005840066523076348,0.0009556150594990087,-0.007733203412151748,-0.014869963685001153,3.37224e-07,0.00139414,-5.53191e-05,1.0,6.00435e-07,-4.30181e-05,-1.52574e-05,0.5054949728390361,-0.838741,0.059000000000009045,-0.23500000000000743,0.689289972839036,-1.349266,0.10929999999998996,-0.3766999999999965,0.689289972839036,1.349266,0.10929999999998996,0.3766999999999965,0.5054949728390361,0.838741,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120393,0.123382,0.123347,0.120359
-1.09613,2.00759,0.120841,-0.030922195960586676,0.001210849018220985,0.000525307331751076,-0.0006017609390725793,-0.010496610171359624,-0.011699969507613872,3.37224e-07,0.00144002,-5.19101e-05,1.0,6.01339e-07,-3.94181e-05,-1.53872e-05,0.5057844728390362,-0.8399114999999999,0.05789999999999962,-0.23410000000000375,0.6898414728390361,-1.3511545,0.11030000000000761,-0.37769999999999193,0.6898414728390361,1.3511545,0.11030000000000761,0.37769999999999193,0.5057844728390362,0.8399115,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120391,0.123387,0.123355,0.120359
-1.09629,2.0076,0.120845,-0.03090740104357885,0.0011397517525003956,0.0004880993016153703,0.0029631193603108976,-0.014216426890903454,-0.007389975620448297,3.37224e-07,0.00166914,-4.96954e-05,1.0,6.02251e-07,-3.52452e-05,-1.55114e-05,0.5060744728390361,-0.8410815,0.058000000000002494,-0.23400000000000087,0.6903879728390361,-1.353038,0.10930000000001217,-0.3767000000000187,0.6903879728390361,1.3530379999999997,0.10930000000001217,0.3767000000000187,0.5060744728390361,0.8410815,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120388,0.123391,0.123363,0.12036
-1.09644,2.0076,0.120849,-0.030899405068197987,0.001060554672847307,0.00045778026812377006,0.0015987906296790581,-0.01583904358676263,-0.006009981436339018,3.37224e-07,0.00179659,-4.71861e-05,1.0,6.03168e-07,-3.07538e-05,-1.56294e-05,0.506368972839036,-0.8422569999999999,0.058899999999983965,-0.2350999999999881,0.690939472839036,-1.3549265,0.11029999999999651,-0.37770000000000303,0.690939472839036,1.3549265,0.11029999999999651,0.37770000000000303,0.506368972839036,0.8422569999999999,0.058899999999983965,0.2350999999999881,0.0,0.0,0.0,0.0,0.120385,0.123395,0.123371,0.120361
-1.09659,2.00761,0.120854,-0.030704093816714073,0.0007502647438515771,0.0006953233090944107,0.03905363332272217,-0.06205406040382766,0.0476200091859198,3.37226e-07,0.00364978,-0.000106316,1.0,6.04162e-07,-2.16293e-05,-1.58952e-05,0.506658972839036,-0.8434269999999999,0.058000000000002494,-0.23400000000000087,0.691485472839036,-1.3568105,0.10919999999999819,-0.37679999999998826,0.691485972839036,1.3568099999999998,0.10929999999998996,0.3766999999999965,0.506658972839036,0.8434269999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120383,0.123397,0.12338,0.120365
-1.09675,2.00761,0.12086,-0.030802788437460378,0.00047802502687210657,0.0008841338812793759,-0.01973504146802357,-0.054446777007309204,0.03784000454072611,3.37225e-07,0.00257138,-3.77375e-05,1.0,6.05109e-07,-1.52009e-05,-1.59895e-05,0.506953472839036,-0.8446025,0.05890000000000617,-0.2351000000000103,0.692031972839036,-1.3586939999999998,0.10929999999998996,-0.3766999999999965,0.692031972839036,1.3586939999999998,0.10919999999999819,0.37679999999998826,0.5069539728390361,0.8446020000000001,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120383,0.123401,0.123389,0.120371
-1.0969,2.00761,0.120866,-0.030833397404239665,0.0004018049351113589,0.000841150864646744,-0.006126375775235428,-0.015242893592681423,-0.008519998320323907,3.37224e-07,0.00238726,-3.28241e-05,1.0,6.06049e-07,-9.23272e-06,-1.60716e-05,0.507243472839036,-0.8457725,0.058000000000002494,-0.23400000000000087,0.692583472839036,-1.3605825,0.11029999999999651,-0.37770000000000303,0.692583472839036,1.3605825,0.11029999999999651,0.37770000000000303,0.507243472839036,0.8457725,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120384,0.123404,0.123396,0.120376
-1.09706,2.00761,0.120872,-0.0312972057361746,0.00032124089803323657,0.0008029629826975573,-0.09275363719258801,-0.01611241013280573,-0.007559999829851449,3.37225e-07,0.00254044,-1.33488e-05,1.0,6.06994e-07,-2.88162e-06,-1.61049e-05,0.507533472839036,-0.8469425,0.058000000000002494,-0.23400000000000087,0.6931299728390362,-1.362466,0.10930000000002327,-0.3767000000000076,0.6931299728390362,1.362466,0.10930000000002327,0.3767000000000076,0.507533472839036,0.8469424999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120384,0.123406,0.123404,0.120382
-1.09721,2.00762,0.120878,-0.031491611928611586,0.0001963965070481092,0.0008086692513874047,-0.03886935468373937,-0.024968026672548622,0.0012200002390994058,3.37225e-07,0.00252768,-2.62783e-05,1.0,6.07939e-07,3.43757e-06,-1.61706e-05,0.507827972839036,-0.8481179999999999,0.058899999999983965,-0.2350999999999881,0.6936814728390361,-1.3643545000000001,0.11029999999999651,-0.37770000000000303,0.6936814728390361,1.3643545000000001,0.11029999999999651,0.37770000000000303,0.507827972839036,0.8481179999999999,0.058899999999983965,0.2350999999999881,0.0,0.0,0.0,0.0,0.120385,0.123408,0.123411,0.120388
-1.09737,2.00762,0.120884,-0.03160511598208687,2.055548631201601e-05,0.0008677319652891242,-0.02270900816986783,-0.035167343202188645,0.011880001530796491,3.37224e-07,0.00214977,-2.73718e-05,1.0,6.08869e-07,8.81201e-06,-1.6239e-05,0.508117972839036,-0.8492879999999999,0.058000000000002494,-0.23400000000000087,0.6942279728390361,-1.366238,0.10929999999998996,-0.3766999999999965,0.6942279728390361,1.366238,0.10929999999998996,0.3766999999999965,0.508117972839036,0.849288,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120388,0.12341,0.123418,0.120395
-1.09753,2.00761,0.120891,-0.03168631916527797,-0.00015545690183334156,0.0009252412244033189,-0.016226554509089816,-0.035201559719665466,0.011560003364420979,3.37224e-07,0.00170752,-2.47428e-05,1.0,6.09781e-07,1.30808e-05,-1.63009e-05,0.508412472839036,-0.8504635,0.05890000000000617,-0.2351000000000103,0.6947794728390361,-1.3681265000000002,0.11029999999999651,-0.37770000000000303,0.6947794728390361,1.3681265000000002,0.11029999999999651,0.37770000000000303,0.508412472839036,0.8504635,0.05890000000000617,0.2351000000000103,0.0,0.0,0.0,0.0,0.120391,0.123413,0.123423,0.120402
-1.09769,2.00761,0.120898,-0.03174532136076164,-0.00030967021818792547,0.0009581892234773523,-0.011807651238215883,-0.030842076215629267,0.006630005293517982,3.37224e-07,0.00133338,-2.16492e-05,1.0,6.10677e-07,1.64143e-05,-1.6355e-05,0.508702472839036,-0.8516335,0.058000000000002494,-0.23400000000000087,0.6953259728390361,-1.3700100000000002,0.10930000000000106,-0.3766999999999854,0.6953259728390361,1.3700100000000002,0.10930000000000106,0.3766999999999854,0.508702472839036,0.8516334999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120396,0.123415,0.123428,0.120409
-1.09784,2.00761,0.120905,-0.03178982230615609,-0.0004412086564397422,0.000966496106566535,-0.008908270311428898,-0.026306892729933657,0.0016900070950800483,3.37224e-07,0.00103694,-1.88268e-05,1.0,6.11562e-07,1.90066e-05,-1.64021e-05,0.5089919728390361,-0.852804,0.05789999999999962,-0.23410000000000375,0.6958774728390361,-1.3718985,0.11029999999999651,-0.37770000000000303,0.6958774728390361,1.3718985,0.11029999999999651,0.37770000000000303,0.508997472839036,0.8528084999999999,0.05899999999998684,0.23499999999998522,0.0,0.0,0.0,0.0,0.120401,0.123417,0.123432,0.120416
-1.098,2.00761,0.120912,-0.031824521956921044,-0.0005534514240656285,0.0009541497684615666,-0.0069343054407121655,-0.022448109232519605,-0.002439991323649693,3.37224e-07,0.000805373,-1.6429e-05,1.0,6.12437e-07,2.10201e-05,-1.64432e-05,0.509286972839036,-0.8539789999999999,0.05899999999998684,-0.23499999999998522,0.696423972839036,-1.373782,0.10930000000001217,-0.3767000000000187,0.696423972839036,1.373782,0.10930000000001217,0.3767000000000187,0.509286972839036,0.8539789999999999,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120407,0.123419,0.123436,0.120424
-1.09816,2.0076,0.12092,-0.031933217425837664,-0.0007992615495173171,0.0010886324634131886,-0.02173033487103269,-0.04916252582116773,0.026880007869982236,3.37224e-07,-0.000400563,2.05236e-05,1.0,6.13265e-07,2.00186e-05,-1.63918e-05,0.509576972839036,-0.8551489999999999,0.058000000000002494,-0.23400000000000087,0.696970472839036,-1.3756655,0.10930000000000106,-0.3766999999999854,0.696970472839036,1.3756655,0.10930000000000106,0.3766999999999854,0.509576972839036,0.8551489999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120415,0.123422,0.123438,0.120431
-1.09832,2.0076,0.120928,-0.03187161583649568,-0.0010284646065480377,0.0012018773300199708,0.012312625295453626,-0.045840542338551796,0.022660008343773796,3.37224e-07,0.000237684,-7.62412e-06,1.0,6.14117e-07,2.06129e-05,-1.64109e-05,0.509871472839036,-0.8563245,0.05890000000000617,-0.2351000000000103,0.697521972839036,-1.377554,0.11029999999999651,-0.37770000000000303,0.697521972839036,1.377554,0.11029999999999651,0.37770000000000303,0.509871472839036,0.8563244999999999,0.05890000000000617,0.2351000000000103,0.0,0.0,0.0,0.0,0.120424,0.123425,0.123441,0.120441
-1.09848,2.00759,0.120936,-0.03187851284845945,-0.0011137358301640035,0.0011566100804568154,-0.0013673092581157522,-0.017053858869732322,-0.00903999104833808,3.37224e-07,0.000295357,-5.92185e-06,1.0,6.14972e-07,2.13512e-05,-1.64257e-05,0.510161472839036,-0.8574945,0.058000000000002494,-0.23400000000000087,0.698067972839036,-1.379438,0.10919999999999819,-0.37679999999998826,0.698068472839036,1.3794374999999999,0.10929999999998996,0.3766999999999965,0.510161472839036,0.8574945,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120434,0.123426,0.123443,0.120451
-1.09864,2.00759,0.120944,-0.03189350923382098,-0.00117118721918277,0.0010849895628523983,-0.00301738125170821,-0.011490575398276656,-0.014319990515891945,3.37224e-07,0.000250518,-5.09012e-06,1.0,6.15825e-07,2.19775e-05,-1.64384e-05,0.510455972839036,-0.8586699999999999,0.058899999999983965,-0.2350999999999881,0.698619472839036,-1.3813265,0.11029999999999651,-0.37770000000000303,0.698619472839036,1.3813265,0.11020000000000474,0.3777999999999948,0.510455972839036,0.85867,0.058899999999983965,0.2350999999999881,0.0,0.0,0.0,0.0,0.120443,0.123427,0.123445,0.12046
-1.0988,2.00758,0.120951,-0.0319075051218176,-0.0012214885457526327,0.0010070975316616366,-0.0027979127053044807,-0.010059591930461948,-0.015569990085678498,3.37224e-07,0.000197286,-4.83126e-06,1.0,6.16676e-07,2.24708e-05,-1.64505e-05,0.510745972839036,-0.8598399999999999,0.058000000000002494,-0.23400000000000087,0.6991659728390361,-1.38321,0.10930000000001217,-0.3767000000000187,0.6991659728390361,1.38321,0.10930000000001217,0.3767000000000187,0.510745972839036,0.8598399999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120451,0.123428,0.123446,0.120469
-1.09896,2.00758,0.120958,-0.03191970060479916,-0.0012686598688405912,0.0009261547720668304,-0.0024349931808878684,-0.00943471845934528,-0.016179989747577395,3.37224e-07,0.000152115,-5.16821e-06,1.0,6.17525e-07,2.2851e-05,-1.64634e-05,0.511035472839036,-0.8610104999999999,0.05790000000001072,-0.23409999999999265,0.6997174728390362,-1.3850985000000002,0.11029999999999651,-0.37770000000000303,0.6997174728390362,1.3850985000000002,0.11029999999999651,0.37770000000000303,0.511035472839036,0.8610104999999999,0.05790000000001072,0.23409999999999265,0.0,0.0,0.0,0.0,0.12046,0.123428,0.123446,0.120478
-1.09912,2.00757,0.120965,-0.03193039577142951,-0.0013136912547638477,0.0008429508022191516,-0.0021436474944476216,-0.00900450499670587,-0.016639989485600637,3.37224e-07,0.000116082,-5.82525e-06,1.0,6.18373e-07,2.31413e-05,-1.6478e-05,0.5113304728390361,-0.8621854999999999,0.05899999999999794,-0.23500000000001853,0.7002639728390362,-1.3869820000000002,0.10930000000000106,-0.3766999999999854,0.7002639728390362,1.3869820000000002,0.10930000000000106,0.3766999999999854,0.5113304728390361,0.8621855,0.05899999999999794,0.23500000000001853,0.0,0.0,0.0,0.0,0.120468,0.123428,0.123446,0.120487
-1.09927,2.00756,0.120971,-0.03194069068437203,-0.0013562436719216132,0.0007579273266390521,-0.002053151093807346,-0.008511201509937108,-0.01699998928485691,3.37224e-07,8.80142e-05,-1.23655e-05,1.0,6.19219e-07,2.33613e-05,-1.65089e-05,0.511619972839036,-0.863356,0.05790000000001072,-0.23409999999999265,0.7008154728390361,-1.3888705000000001,0.11029999999999651,-0.37770000000000303,0.7008154728390361,1.3888705000000001,0.11029999999999651,0.37770000000000303,0.511620472839036,0.8633554999999999,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120476,0.123427,0.123446,0.120495
-1.09943,2.00756,0.120977,-0.03195038537725615,-0.0013974270757958578,0.0006714834024562046,-0.0019271896789736492,-0.008236448013980258,-0.017289989133322692,3.37224e-07,6.59017e-05,-1.86434e-05,1.0,6.20064e-07,2.3526e-05,-1.65555e-05,0.5119149728390361,-0.8645309999999998,0.05899999999998684,-0.23499999999998522,0.7013619728390361,-1.390754,0.10929999999998996,-0.3766999999999965,0.7013619728390361,1.390754,0.10929999999998996,0.3766999999999965,0.511914972839036,0.8645309999999998,0.05889999999999507,0.235099999999977,0.0,0.0,0.0,0.0,0.120484,0.123425,0.123444,0.120503
-1.09959,2.00755,0.120983,-0.03195887993183112,-0.0014370508396885904,0.0005838543393244546,-0.0016982015440620217,-0.007923004489938044,-0.017519989021591797,3.37224e-07,4.82582e-05,-2.10983e-05,1.0,6.20907e-07,2.36467e-05,-1.66083e-05,0.512204972839036,-0.8657009999999999,0.058000000000002494,-0.23400000000000087,0.7019084728390361,-1.3926375,0.10930000000002327,-0.3767000000000076,0.7019084728390361,1.3926375,0.10930000000002327,0.3767000000000076,0.512204972839036,0.8657009999999998,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120492,0.123423,0.123442,0.120511
-1.09975,2.00754,0.120988,-0.03196607441177257,-0.0014753043780809036,0.000495314576339374,-0.0014570620711823472,-0.007649490998089961,-0.01770998894199849,3.37224e-07,3.42357e-05,-1.99848e-05,1.0,6.21751e-07,2.37323e-05,-1.66582e-05,0.512494472839036,-0.8668714999999999,0.05789999999999962,-0.23410000000000375,0.702459972839036,-1.394526,0.11029999999999651,-0.37770000000000303,0.7024599728390359,1.394526,0.11029999999999651,0.37770000000000303,0.512494472839036,0.8668715,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120499,0.123421,0.12344,0.120518
-1.09991,2.00754,0.120998,-0.03195455794864705,-0.0005848679991938584,0.0016653347013980094,0.0023106383677693517,0.17808679252626333,0.23400001061544806,3.37224e-07,-0.000192038,-2.16676e-05,1.0,6.22584e-07,2.32522e-05,-1.67124e-05,0.5127894728390361,-0.8680464999999999,0.059000000000009045,-0.23500000000000743,0.7030064728390361,-1.3964094999999999,0.10929999999998996,-0.3766999999999965,0.7030064728390361,1.3964094999999999,0.10929999999998996,0.3766999999999965,0.5127894728390361,0.8680464999999999,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.12051,0.123427,0.123446,0.120528
-1.10007,2.00754,0.12101,-0.03197906886886281,-0.00041926764668691904,0.0018194544207183398,-0.004894691065743588,0.03312027599145023,0.03082001017693692,3.37224e-07,-0.000194286,-6.41292e-06,1.0,6.23419e-07,2.27665e-05,-1.67284e-05,0.513078972839036,-0.869217,0.05789999999999962,-0.23410000000000375,0.703557972839036,-1.398298,0.11029999999999651,-0.37770000000000303,0.703557972839036,1.398298,0.11029999999999651,0.37770000000000303,0.513078972839036,0.869217,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.12052,0.123435,0.123453,0.120539
-1.10023,2.00753,0.121022,-0.0319685759483733,-0.0003342604161151824,0.0018893669675727886,0.00209749899056496,0.017001459446687774,0.013990010427550104,3.37224e-07,0.000111515,-1.29135e-06,1.0,6.24267e-07,2.30453e-05,-1.67317e-05,0.513373972839036,-0.8703919999999999,0.05899999999998684,-0.23499999999998522,0.704104472839036,-1.4001815,0.10930000000000106,-0.3766999999999854,0.704104472839036,1.4001815,0.10930000000000106,0.3766999999999854,0.513373972839036,0.8703919999999998,0.05899999999998684,0.23499999999998522,0.0,0.0,0.0,0.0,0.120531,0.123443,0.123461,0.120549
-1.10039,2.00753,0.121034,-0.03197468588057363,-0.0002265597964934763,0.001996584329729612,-0.0012175230591095795,0.021540142925252817,0.021450010744183956,3.37224e-07,0.000139021,-1.97764e-06,1.0,6.25115e-07,2.33928e-05,-1.67366e-05,0.5136634728390359,-0.8715625,0.05789999999999962,-0.23410000000000375,0.704655472839036,-1.4020705,0.11019999999999364,-0.3778000000000059,0.704655972839036,1.40207,0.11029999999999651,0.37770000000000303,0.513663972839036,0.871562,0.058000000000002494,0.23400000000000087,0.0,0.0,0.0,0.0,0.120542,0.123452,0.123471,0.12056
-1.10055,2.00753,0.121047,-0.031983794236596697,-0.0001343013349092622,0.0020831350717786033,-0.0018403922467760381,0.018451626386084097,0.01731001101447127,3.37224e-07,0.000117056,-2.17274e-06,1.0,6.25963e-07,2.36854e-05,-1.6742e-05,0.513953472839036,-0.8727324999999999,0.058000000000002494,-0.23400000000000087,0.705201972839036,-1.403954,0.10930000000000106,-0.3766999999999854,0.7052024728390359,1.4039535,0.10929999999998996,0.3766999999999965,0.513953472839036,0.8727325,0.05789999999999962,0.23410000000000375,0.0,0.0,0.0,0.0,0.120553,0.123462,0.123481,0.120571
-1.10071,2.00753,0.12106,-0.031993100100804056,-6.531803919868458e-05,0.002137690026392538,-0.001853060468436622,0.013796709845150124,0.010910011226386018,3.37224e-07,9.07423e-05,-2.2546e-06,1.0,6.2681e-07,2.39123e-05,-1.67477e-05,0.514248472839036,-0.8739075000000001,0.059000000000009045,-0.23500000000000743,0.705753472839036,-1.4058424999999999,0.11029999999999651,-0.37770000000000303,0.705753472839036,1.4058424999999999,0.11020000000000474,0.3777999999999948,0.5142484728390361,0.8739075000000001,0.059000000000009045,0.23500000000000743,0.0,0.0,0.0,0.0,0.120563,0.123472,0.123491,0.120583
