v_.x,v_.y,v_.z,p.x,p.y,p.z,zLF.x,zLF.y,zLF.z,zRF.x,zRF.y,zRF.z,zRH.x,zRH.y,zRH.z,zLH.x,zLH.y,zLH.z,zP.x,zP.y,zP.z,ba.x,ba.y,ba.z,lf.contact,rf.contact,rh.contact,lh.contact,lf.cscore,rf.cscore,rh.cscore,lh.cscore,lf.c,rf.c,rh.c,lh.c,threshold,cov.xx,cov.xy,cov.xz,cov.yx,cov.yy,cov.yz,cov.zx,cov.zy,cov.zz,
-3.96617e-08,0,6.86582e-08,-7.93233e-11,1.44486e-22,1.37316e-10,-0.00569032,0,0.00156052,-0.00843,0,0.00251122,0.00608112,0,0.00255406,0.00327214,0,0.00162646,0.0135005,-0.0135005,0.0135005,2.99308e-07,0,-5.18131e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0790073,4.2e-08,0,0,0,4.2e-08,0,0,0,4.2e-08
-5.96411e-08,1.60249e-08,3.79689e-07,-1.98608e-10,3.20498e-11,8.96695e-10,-0.00529852,0,0.00309984,-0.00825712,0,0.00499715,0.00597834,0,0.00508497,0.00294836,0,0.00322346,0.132481,0.028244,-0.0442239,8.47461e-08,-5.54295e-08,-1.10292e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0780272,7.55695e-08,0,8.43257e-23,0,7.55695e-08,0,8.43257e-23,0,7.55695e-08
-3.83243e-06,-4.74915e-06,-5.39505e-05,-7.86281e-09,-9.46626e-09,-1.07004e-07,-0.00490811,2.41752e-07,0.00462458,-0.00810121,2.41752e-07,0.00746441,0.00587537,2.41752e-07,0.00759235,0.00261643,2.41752e-07,0.00479619,0.243975,0.066059,-0.0969164,-1.66653e-07,-1.67862e-07,-2.0903e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0770597,1.09329e-07,-2.25227e-18,-2.56485e-17,-2.25228e-18,1.09329e-07,-3.18398e-17,-2.56485e-17,-3.18398e-17,1.09329e-07
-4.60215e-06,-8.23779e-06,-0.000104788,-1.70654e-08,-2.59418e-08,-3.1658e-07,-0.0045211,4.25344e-07,0.00612999,-0.00793238,4.25344e-07,0.00989259,0.0057652,4.25344e-07,0.010061,0.00228629,4.25344e-07,0.00635332,0.362973,0.107803,-0.154665,-6.60865e-07,-3.90789e-07,-3.9171e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0761051,1.43288e-07,-4.45236e-18,-5.45887e-17,-4.45235e-18,1.43289e-07,-8.95432e-17,-5.45887e-17,-8.9543e-17,1.43289e-07
-1.78993e-05,-2.8464e-06,-0.000142261,-5.28609e-08,-3.16346e-08,-6.01102e-07,-0.00411953,1.73935e-07,0.00760779,-0.00777489,1.73935e-07,0.0122999,0.00566654,1.73935e-07,0.0125084,0.00194898,1.73935e-07,0.00788246,0.474525,0.145654,-0.207369,-1.60183e-06,-7.94066e-07,-7.21563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0751638,1.77455e-07,-2.66185e-18,-2.37496e-16,-2.66185e-18,1.77455e-07,-7.93864e-17,-2.37497e-16,-7.93865e-17,1.77455e-07
-2.35324e-05,-6.27746e-06,-0.000186678,-9.9921e-08,-4.41895e-08,-9.74459e-07,-0.00372003,3.77771e-07,0.00906758,-0.00761887,3.77771e-07,0.0146806,0.00555822,3.77771e-07,0.0149214,0.00161089,3.77771e-07,0.00939397,0.593589,0.187435,-0.265141,-3.36062e-06,-1.52087e-06,-1.27418e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0742363,2.11835e-07,-1.32887e-17,-4.70563e-16,-1.32887e-17,2.11835e-07,-1.58946e-16,-4.70564e-16,-1.58946e-16,2.11835e-07
-2.50304e-05,-1.13044e-05,-0.000229094,-1.49975e-07,-6.67982e-08,-1.43265e-06,-0.00333196,6.80425e-07,0.0105198,-0.00747681,6.80425e-07,0.0170406,0.00545538,6.80425e-07,0.0173116,0.00125943,6.80425e-07,0.0108807,0.705158,0.225286,-0.31787,-6.30716e-06,-2.69809e-06,-2.15026e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0733235,2.46432e-07,-3.07051e-17,-7.42415e-16,-3.0705e-17,2.46432e-07,-3.17097e-16,-7.42418e-16,-3.17099e-16,2.46432e-07
-2.35888e-05,-1.65018e-05,-0.000267287,-1.97144e-07,-9.98018e-08,-1.96722e-06,-0.00293316,1.01808e-06,0.0119475,-0.00733746,1.01808e-06,0.0193744,0.00535251,1.01808e-06,0.0196777,0.000908358,1.01808e-06,0.012352,0.824222,0.267066,-0.375642,-1.10351e-05,-4.54736e-06,-3.46139e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0724266,2.81246e-07,-5.30433e-17,-1.03747e-15,-5.30435e-17,2.81246e-07,-5.60818e-16,-1.03748e-15,-5.60819e-16,2.81245e-07
-1.03748e-05,-3.10343e-05,-0.000286523,-2.17884e-07,-1.6187e-07,-2.54027e-06,-0.00254719,1.85541e-06,0.0133699,-0.00719083,1.85541e-06,0.0216794,0.00526553,1.85541e-06,0.0220227,0.000567566,1.85541e-06,0.0138082,0.935809,0.304917,-0.428394,-1.81096e-05,-7.25728e-06,-5.3483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0715472,3.16274e-07,-6.59707e-17,-1.12422e-15,-6.59708e-17,3.16272e-07,-1.06528e-15,-1.12422e-15,-1.06529e-15,3.16273e-07
3.13266e-06,-3.74937e-05,-0.000310347,-2.11607e-07,-2.36858e-07,-3.16096e-06,-0.00214314,2.33119e-06,0.0147702,-0.00705044,2.33119e-06,0.023972,0.0051746,2.33119e-06,0.0243338,0.000237301,2.33119e-06,0.0152513,1.05492,0.346722,-0.486208,-2.83748e-05,-1.11401e-05,-7.95969e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0706871,3.51508e-07,-6.50575e-17,-1.11687e-15,-6.50579e-17,3.51509e-07,-1.62813e-15,-1.11687e-15,-1.62814e-15,3.51507e-07
1.72595e-05,-5.20524e-05,-0.000317603,-1.77074e-07,-3.40963e-07,-3.79617e-06,0.00688372,3.26595e-06,0.0145965,0.00669784,3.26595e-06,0.0237208,-0.00625626,3.26595e-06,0.0240736,-0.00643415,3.26595e-06,0.0150402,1.15294,0.398049,-0.552395,-4.487e-05,-1.66528e-05,-0.000110052,0,0,0,0,0,0,0,0,0,0,0,0,0.0698448,3.86941e-07,-4.92023e-17,-1.0373e-15,-4.92012e-17,3.86941e-07,-2.46072e-15,-1.0373e-15,-2.46074e-15,3.86942e-07
7.02562e-05,-3.79822e-05,-0.000300715,-3.65462e-08,-4.16927e-07,-4.3976e-06,0.00689834,2.80087e-06,0.0144185,0.00665539,2.80087e-06,0.0234755,-0.00624488,2.80087e-06,0.0238071,-0.00646019,2.80087e-06,0.0148481,1.15407,0.397871,-0.552206,-6.4116e-05,-2.31709e-05,-0.000146301,0,0,0,0,0,0,0,0,0,0,0,0,0.0690197,4.22566e-07,4.63069e-17,-7.35377e-17,4.63085e-17,4.22567e-07,-2.79592e-15,-7.35293e-17,-2.79589e-15,4.22568e-07
4.41502e-05,-1.98184e-05,-0.000275841,5.17693e-08,-4.56564e-07,-4.94927e-06,0.00690372,1.92381e-06,0.0142544,0.00662166,1.92381e-06,0.023235,-0.00621953,1.92381e-06,0.023548,-0.00647614,1.92381e-06,0.0146616,1.16199,0.401982,-0.557509,-8.68368e-05,-3.09056e-05,-0.000188208,0,0,0,0,0,0,0,0,0,0,0,0,0.0682112,4.58376e-07,4.1238e-17,-1.99364e-16,4.12395e-17,4.58382e-07,-2.90872e-15,-1.99384e-16,-2.90873e-15,4.5838e-07
3.30351e-05,-2.03762e-05,-0.000280318,1.17856e-07,-4.97316e-07,-5.50991e-06,0.00692367,2.07052e-06,0.0140879,0.00657805,2.07052e-06,0.0230079,-0.00617273,2.07052e-06,0.0233142,-0.00649267,2.07052e-06,0.0144809,1.15502,0.398314,-0.55272,-0.000112854,-3.97358e-05,-0.000236091,0,0,0,0,0,0,0,0,0,0,0,0,0.0674192,4.94369e-07,2.81332e-17,-3.37147e-16,2.81341e-17,4.94373e-07,-3.2493e-15,-3.37082e-16,-3.24929e-15,4.94372e-07
3.31984e-05,-2.29182e-05,-0.000286372,1.84271e-07,-5.43153e-07,-6.08265e-06,0.00692368,2.78729e-06,0.0139446,0.00653894,2.78729e-06,0.0227877,-0.00614605,2.78729e-06,0.0230686,-0.0064988,2.78729e-06,0.0143138,1.16305,0.402499,-0.558037,-0.000142643,-4.99108e-05,-0.000289776,0,0,0,0,0,0,0,0,0,0,0,0,0.0666434,5.30532e-07,2.14429e-17,-3.97615e-16,2.14458e-17,5.3054e-07,-3.6657e-15,-3.97544e-16,-3.66573e-15,5.30535e-07
4.15838e-05,-2.50759e-05,-0.000289255,2.67459e-07,-5.93305e-07,-6.66116e-06,0.0069359,3.0591e-06,0.0138001,0.00650095,3.0591e-06,0.0225707,-0.0061014,3.0591e-06,0.0228419,-0.00651237,3.0591e-06,0.0141455,1.15597,0.398774,-0.55321,-0.000175911,-6.1248e-05,-0.000349616,0,0,0,0,0,0,0,0,0,0,0,0,0.0658834,5.66865e-07,3.07644e-17,-3.12806e-16,3.07649e-17,5.66867e-07,-4.11849e-15,-3.12681e-16,-4.11848e-15,5.6687e-07
5.0561e-05,-5.05017e-05,-0.000261465,3.68602e-07,-6.94308e-07,-7.18408e-06,0.00694995,4.43235e-06,0.013658,0.00646503,4.43235e-06,0.0223602,-0.00605246,4.43235e-06,0.0226191,-0.0065108,4.43235e-06,0.0139903,1.16442,0.402407,-0.558005,-0.000213291,-7.404e-05,-0.000415354,0,0,0,0,0,0,0,0,0,0,0,0,0.0651392,6.03354e-07,6.64907e-17,-1.86907e-16,6.65001e-17,6.03367e-07,-4.97665e-15,-1.86808e-16,-4.9766e-15,6.03363e-07
6.63176e-05,-5.99602e-05,-0.000243736,5.01257e-07,-8.14229e-07,-7.67155e-06,0.00695241,5.00637e-06,0.0135274,0.00643751,5.00637e-06,0.0221511,-0.00600179,5.00637e-06,0.0224019,-0.0064948,5.00637e-06,0.0138504,1.16506,0.402714,-0.558354,-0.000254653,-8.82174e-05,-0.000487188,0,0,0,0,0,0,0,0,0,0,0,0,0.0644105,6.39999e-07,1.48998e-16,1.14822e-16,1.49004e-16,6.40005e-07,-5.77617e-15,1.14953e-16,-5.77605e-15,6.40006e-07
8.79427e-05,-5.77298e-05,-0.000230351,6.77164e-07,-9.29689e-07,-8.13224e-06,0.00696984,4.53016e-06,0.0133915,0.00638721,4.53016e-06,0.0219599,-0.00595491,4.53016e-06,0.0221921,-0.00650996,4.53016e-06,0.0136996,1.16541,0.402895,-0.558516,-0.000300053,-0.000103814,-0.000565137,0,0,0,0,0,0,0,0,0,0,0,0,0.0636967,6.76791e-07,2.72278e-16,6.33831e-16,2.72296e-16,6.76801e-07,-6.44427e-15,6.34142e-16,-6.44413e-15,6.76784e-07
0.000114562,-5.24384e-05,-0.000214511,9.06309e-07,-1.03457e-06,-8.56125e-06,0.00696249,4.2959e-06,0.0132716,0.00633589,4.2959e-06,0.0217646,-0.00591088,4.2959e-06,0.0219915,-0.00652011,4.2959e-06,0.0135607,1.1664,0.402617,-0.558269,-0.000349582,-0.000120846,-0.000649257,0,0,0,0,0,0,0,0,0,0,0,0,0.0629981,7.13715e-07,4.39695e-16,1.37896e-15,4.39752e-16,7.13728e-07,-7.01538e-15,1.37923e-15,-7.01491e-15,7.13713e-07
0.000146543,-4.66687e-05,-0.000196249,1.19942e-06,-1.1279e-06,-8.95374e-06,0.00696015,3.61784e-06,0.0131532,0.00627641,3.61784e-06,0.0215841,-0.00586796,3.61784e-06,0.0217943,-0.00652337,3.61784e-06,0.0134285,1.17464,0.406914,-0.563727,-0.00040368,-0.000139553,-0.000739317,0,0,0,0,0,0,0,0,0,0,0,0,0.0623139,7.50767e-07,6.5706e-16,2.36343e-15,6.57164e-16,7.50782e-07,-7.50897e-15,2.36372e-15,-7.50854e-15,7.5078e-07
0.000180679,-4.21892e-05,-0.000173221,1.56079e-06,-1.21228e-06,-9.30016e-06,0.0069499,4.43401e-06,0.013048,0.00622585,4.43401e-06,0.0214064,-0.00580382,4.43401e-06,0.021611,-0.00652379,4.43401e-06,0.0133017,1.16691,0.4036,-0.559299,-0.000461713,-0.000159619,-0.000835841,0,0,0,0,0,0,0,0,0,0,0,0,0.0616443,7.87944e-07,9.26297e-16,3.52209e-15,9.26368e-16,7.87958e-07,-7.93833e-15,3.52239e-15,-7.938e-15,7.87944e-07
0.000216615,-3.77229e-05,-0.000147284,1.99404e-06,-1.28773e-06,-9.5947e-06,0.00694571,5.45548e-06,0.0129408,0.00616303,5.45548e-06,0.0212335,-0.00575717,5.45548e-06,0.0214236,-0.00651952,5.45548e-06,0.0131867,1.16798,0.40337,-0.559123,-0.000524151,-0.000181255,-0.000938642,0,0,0,0,0,0,0,0,0,0,0,0,0.0609888,8.25211e-07,1.2389e-15,4.80967e-15,1.23897e-15,8.25249e-07,-8.29593e-15,4.81034e-15,-8.29566e-15,8.25235e-07
0.000253633,-3.27548e-05,-0.000119071,2.50132e-06,-1.35324e-06,-9.83282e-06,0.00694187,5.52731e-06,0.0128353,0.00610464,5.52731e-06,0.0210627,-0.00570974,5.52731e-06,0.021239,-0.00651615,5.52731e-06,0.0130727,1.17602,0.407569,-0.56443,-0.000591444,-0.000204737,-0.0010474,0,0,0,0,0,0,0,0,0,0,0,0,0.0603472,8.62589e-07,1.58302e-15,6.16144e-15,1.58309e-15,8.62629e-07,-8.57743e-15,6.16222e-15,-8.57735e-15,8.62611e-07
0.000290728,-2.76182e-05,-8.79929e-05,3.08279e-06,-1.40848e-06,-1.00088e-05,0.00692554,5.48458e-06,0.0127364,0.00605125,5.48458e-06,0.0208913,-0.00565476,5.48458e-06,0.0210658,-0.0065246,5.48458e-06,0.0129562,1.16897,0.403852,-0.559617,-0.000662701,-0.000229623,-0.00116263,0,0,0,0,0,0,0,0,0,0,0,0,0.0597196,9.00085e-07,1.94783e-15,7.50103e-15,1.94801e-15,9.00093e-07,-8.78225e-15,7.50123e-15,-8.7823e-15,9.00071e-07
